10117 10117 ROOT
Squadron 101st nmod
101st eliminated pobj
Supply Squadron compound
Squadron 101st dep
101st 101st appos
Motor Squadron compound
Vehicle Squadron compound
Squadron Squadron nmod
101st Squadron compound
Communications Squadron compound
Squadron Squadron ROOT
101st Squadron appos
Air Police compound
Police Squadron compound
Squadron Squadron ROOT
101st 101st compound
Food Squadron compound
Service Squadron compound
Squadron 101st nmod
101st Squadron appos
Installation Squadron compound
Squadron Called nsubj
February Squadron npadvmod
1950 February nummod
Called Called ROOT
to Called prep
active service amod
service to pobj
for Called prep
a period det
period for pobj
of period prep
21 months nummod
months of pobj
to serve aux
serve period acl
in serve prep
the Conflict det
Korean Conflict compound
Conflict in pobj
February inactivated nsubjpass
1952 February nummod
Unit February appos
was inactivated auxpass
inactivated inactivated ROOT
for inactivated prep
the remainder det
remainder for pobj
of remainder prep
their months poss
21 months nummod
months of pobj
March March ROOT
1952 March nummod
To facilitate aux
facilitate created advcl
returning facilitate xcomp
Air Guard compound
National Guard compound
Guard Units compound
Units returning dobj
each state det
state created nsubj
created created ROOT
a Headquarters det
Headquarters created dobj
Maine Headquarters compound
State Headquarters compound
Headquarters organized nsubjpass
Camp Keyes compound
Keyes organized npadvmod
Augusta organized nsubjpass
was organized auxpass
organized organized ROOT
and organized cc
federally recognized advmod
recognized organized conj
on recognized prep
19 March nummod
March on pobj
1952 March nummod
November November ROOT
1952 November nummod
21 months nummod
months ordered dep
after ordered mark
the 101st det
101st ordered nsubjpass
had ordered aux
been ordered auxpass
ordered returned advcl
to ordered prep
active duty amod
duty to pobj
the units det
units returned nsubjpass
were returned auxpass
returned returned ROOT
to returned prep
state control compound
control to pobj
June assigned npadvmod
1956 June nummod
The nurses det
first nurses amod
nurses assigned nsubjpass
were assigned auxpass
assigned assigned ROOT
to assigned prep
the Guard det
Maine Guard compound
Air Guard compound
National Guard compound
Guard to pobj
July transferred npadvmod
1960 July nummod
Responsibility transferred nsubjpass
for Responsibility prep
training for pobj
and training cc
inspection training conj
of training prep
the ANG det
ANG of pobj
was transferred auxpass
transferred transferred ROOT
from transferred prep
the Command det
Continental Command compound
Air Command compound
Command from pobj
to transferred prep
the Command det
Air Defense compound
Defense Command compound
Command to pobj
December December ROOT
1960 December nummod
The Group det
101st Group amod
Fighter Group compound
Group released nsubjpass
was released auxpass
released released ROOT
from released prep
its duty poss
duty from pobj
on released prep
15 April nummod
April on pobj
1956 April nummod
in released prep
New Hampshire compound
Hampshire in pobj
and released cc
reassigned released conj
and reassigned cc
reactivated reassigned conj
in reactivated prep
the State det
State in pobj
of State prep
Maine of pobj
September reorganized npadvmod
1964 September nummod
101st Group compound
Fighter Group compound
Group reorganized nsubj
reorganized reorganized ROOT
into reorganized prep
the system det
Double system amod
Deputy system compound
system into pobj
of system prep
Command of pobj
and Command cc
Management Command conj
April reorganized npadvmod
1966 April nummod
Air Defense compound
Defense Command compound
Command reorganized nsubj
reorganized reorganized ROOT
its forces poss
Continental Defense compound
Air Defense compound
Defense forces compound
forces reorganized dobj
to reorganized prep
a Organization det
numbered Organization amod
Air Force nmod
Force Organization nmod
Air Division compound
Division Organization compound
Organization to pobj
The Wing det
101st Wing compound
Air Defense compound
Defense Wing compound
Wing assigned nsubjpass
was assigned auxpass
assigned assigned ROOT
to assigned prep
the Division det
36th Division compound
Air Division compound
Division to pobj
located Division acl
at located prep
Topsham Station compound
AF Station compound
Station at pobj
Maine Station conj
and at cc
to at conj
Headquarters to pobj
First Force compound
Air Force compound
Force assigned oprd
located Force acl
at located prep
Stewart Base compound
Air Force compound
Force Base compound
Base at pobj
New York compound
York Base npadvmod
September September ROOT
1967 September nummod
A reduction det
reduction reduction ROOT
in reduction prep
aircraft in pobj
from reduction prep
25 from pobj
to from prep
18 to pobj
April April ROOT
1973 April nummod
The Dispensary det
101st Dispensary amod
USAF Dispensary compound
Dispensary became nsubj
became became ROOT
the Clinic det
101st Clinic amod
USAF Clinic compound
Clinic became attr
April April ROOT
1976 April nummod
KC135s assigned nsubjpass
were assigned auxpass
assigned assigned ROOT
to assigned prep
the unit det
unit to pobj
and assigned cc
the command det
gaining command amod
command changed nsubjpass
was changed auxpass
changed assigned conj
from changed prep
Air Command compound
Defense Command compound
Command from pobj
ADC Command appos
to changed prep
Strategic Command compound
Air Command compound
Command to pobj
SAC Command appos
October underwent npadvmod
1978 October nummod
The Wing det
Wing underwent nsubj
along Wing prep
with along prep
all Units det
other Units amod
Air Guard compound
Guard Units compound
Units with pobj
underwent underwent ROOT
reorganization underwent dobj
into reorganization prep
the structure det
Tri Deputy nmod
Deputy structure nmod
organizational structure amod
structure into pobj
AUG unit nmod
1979 unit nummod
First ANG compound
ANG unit compound
unit unit ROOT
to host aux
host unit relcl
a Force det
Tanker Force compound
Task Force compound
Force host dobj
AUG AUG ROOT
1990 AUG nummod
Selected Units amod
Units mobilized nsubj
mobilized mobilized ROOT
in mobilized prep
support in pobj
of support prep
Desert Storm compound
Storm of pobj
JUNE JUNE ROOT
1992 JUNE nummod
Gaining Command compound
Command changed nsubj
changed changed ROOT
from changed prep
SAC from pobj
to changed prep
Air Command compound
Mobility Command compound
Command to pobj
AMCE Command appos
SEPTEMBER to pobj
1994 SEPTEMBER nummod
Northeast Force compound
Tanker Force compound
Task Force compound
Force SEPTEMBER conj
NTTF Force appos
began changed conj
operation began dobj
The 101st det
101st stands nsubj
stands stands ROOT
as stands prep
one as pobj
of one prep
the recognized det
most recognized advmod
recognized of pobj
and stands cc
decorated stands conj
Air Guard compound
National Guard compound
Guard units compound
units decorated ccomp
A review det
review units dobj
of review prep
our history poss
detailed history amod
history of pobj
and history cc
accomplishments history conj
proves stands conj
that survived mark
the Guard det
Maine Guard compound
Air Guard compound
National Guard compound
Guard survived nsubj
not survived neg
merely survived advmod
survived proves ccomp
evolution survived dobj
and evolution cc
change evolution conj
but survived cc
has become aux
become survived conj
a model det
streamlined model amod
model become attr
of model prep
efficiency of pobj
and efficiency cc
effectiveness efficiency conj
for model prep
the Force det
entire Force amod
Air Force compound
Force for pobj
and Force cc
National Guard compound
Guard Force conj
132nd Squadron compound
Air Refueling compound
Refueling Squadron compound
Squadron Squadron ROOT
Feb Feb ROOT
1947-Present Feb nummod
Bangor IAP compound
IAP Feb appos
Maine IAP conj
1960-Present Maine appos
The Division det
101st Division amod
Airborne Division compound
Division is nsubj
the Eagles det
Screaming Eagles compound
Eagles Division appos
is is ROOT
a division det
U.S. Army nmod
Army division nmod
modular division compound
infantry division compound
division is attr
trained division acl
for trained prep
air assault compound
assault operations compound
operations for pobj
During was prep
World II compound
War II compound
II During pobj
it was nsubj
was was ROOT
renowned was acomp
for renowned prep
action for pobj
during action prep
the Landings det
Normandy Landings compound
Landings during pobj
and during cc
in during conj
the Battle det
Battle in pobj
of Battle prep
the Bulge det
Bulge of pobj
During redesignated prep
the War det
Vietnam War compound
War During pobj
the Division det
101st Division amod
Airborne Division compound
Division redesignated nsubjpass
was redesignated auxpass
redesignated redesignated ROOT
first redesignated advmod
an division det
airmobile division compound
division redesignated dobj
then redesignated advmod
later redesignated advmod
as later prep
an division det
air assault compound
assault division compound
division as pobj
For retains prep
historical reasons amod
reasons For pobj
it retains nsubj
retains retains ROOT
the identifier det
Airborne tab nmod
tab identifier compound
identifier retains dobj
yet retains cc
does conduct aux
not conduct neg
conduct retains conj
parachute operations compound
operations conduct dobj
at conduct prep
a level det
division level compound
level at pobj
Many members amod
modern members amod
members are nsubj
of members prep
the 101st det
101st of pobj
are are ROOT
graduates are attr
of graduates prep
the School det
U.S. School compound
Army School compound
Air Assault compound
Assault School compound
School of pobj
and are cc
wear are conj
the Badge det
Air Assault compound
Assault Badge compound
Badge wear dobj
but are cc
it is nsubj
is are conj
not is neg
prerequisite is acomp
for prerequisite prep
assignment for pobj
to assignment prep
the division det
division to pobj
The division det
division headquarters poss
's division case
headquarters are nsubj
are are ROOT
at are prep
Fort Campbell compound
Campbell at pobj
Kentucky Campbell appos
and are cc
has served aux
served are conj
in served prep
Iraq in pobj
and Iraq cc
Afghanistan Iraq conj
It is nsubj
is is ROOT
the division det
only division amod
U.S. Army compound
Army division compound
division is attr
with division prep
two brigades nummod
aviation brigades compound
brigades with pobj
The division det
division activated nsubjpass
was activated auxpass
activated activated ROOT
on activated prep
15 August nummod
August on pobj
1942 August nummod
at August prep
Camp Claiborne compound
Claiborne at pobj
Louisiana Claiborne appos
On promised prep
19 August nummod
August On pobj
1942 August nummod
its commander poss
first commander amod
commander promised nsubj
Major General compound
General Lee compound
William Lee compound
C. Lee compound
Lee commander appos
promised promised ROOT
his recruits poss
new recruits amod
recruits promised dobj
that had mark
the 101 det
101 had nsubj
had recruits acl
no history det
history had dobj
but had cc
had had conj
a rendezvous det
rendezvous had dobj
with rendezvous prep
destiny with pobj
General Order compound
Order Five compound
Number Five compound
Five reads nsubj
which gave nsubj
gave Five relcl
birth gave dobj
to gave prep
the division det
division to pobj
reads reads ROOT
The Division det
101 Division nummod
Airborne Division compound
Division has nsubj
activated Division acl
at activated prep
Camp Claiborne compound
Claiborne at pobj
Louisiana Claiborne appos
has has ROOT
no history det
history has dobj
but has cc
it has nsubj
has has conj
a rendezvous det
rendezvous has dobj
with rendezvous prep
destiny with pobj
Like broken prep
the pioneers det
early pioneers amod
American pioneers amod
pioneers Like pobj
whose courage poss
invincible courage amod
courage was nsubj
was pioneers relcl
the stone det
foundation stone compound
stone was attr
of stone prep
this nation det
nation of pobj
we broken nsubj
have broken aux
broken broken ROOT
with broken prep
the past det
past with pobj
and past cc
its traditions poss
traditions past conj
in broken prep
order in pobj
to establish aux
establish order acl
our claim poss
claim establish dobj
to establish prep
the future det
future to pobj
Due called prep
to Due pcomp
the nature det
nature Due pobj
of nature prep
our armament poss
armament of pobj
and Due cc
the tactics det
tactics called nsubjpass
in perfect prep
which in pobj
we perfect nsubj
shall perfect aux
perfect tactics relcl
ourselves perfect dobj
we called nsubjpass
shall called aux
be called auxpass
called called ROOT
upon called prep
to carry aux
carry called xcomp
out carry prt
operations carry dobj
of operations prep
far reaching advmod
reaching importance amod
military importance amod
importance of pobj
and go cc
we go nsubj
shall go aux
habitually go advmod
go go ROOT
into go prep
action into pobj
when is advmod
the need det
need is nsubj
is go advcl
immediate is acomp
and immediate cc
extreme immediate conj
Let Let ROOT
me call nsubj
call Let ccomp
your attention poss
attention call dobj
to call prep
the fact det
fact to pobj
that is mark
our badge poss
badge is nsubj
is fact acl
the eagle det
great eagle amod
American eagle amod
eagle is attr
This is nsubj
is is ROOT
a emblem det
fitting emblem amod
emblem is attr
for emblem prep
a division det
division for pobj
that crush nsubj
will crush aux
crush division relcl
its enemies poss
enemies crush dobj
by crush prep
falling by pcomp
upon falling prep
them upon pobj
like falling prep
a thunderbolt det
thunderbolt like pobj
from thunderbolt prep
the skies det
skies from pobj
The history det
history depends nsubj
we make nsubj
shall make aux
make history relcl
the record det
record depends nsubj
of record prep
high achievement amod
achievement of pobj
we hope nsubj
hope record relcl
to write aux
write hope xcomp
in write prep
the annals det
annals in pobj
of annals prep
the Army det
American Army compound
Army of pobj
and Army cc
the people det
American people amod
people Army conj
depends depends ROOT
wholly on advmod
and wholly cc
completely wholly conj
on depends prep
the men det
men on pobj
of men prep
this division det
division of pobj
Each individual det
individual regard nsubj
each officer det
officer individual appos
and officer cc
each man det
enlisted man amod
man officer conj
must regard aux
therefore regard advmod
regard regard ROOT
himself regard dobj
as regard prep
a part det
necessary part amod
part as pobj
of part prep
a instrument det
complex instrument amod
and complex cc
powerful complex conj
instrument of pobj
for instrument prep
the overcoming det
overcoming for pobj
of overcoming prep
the enemies det
enemies of pobj
of enemies prep
the nation det
nation of pobj
Each realize nsubj
in realize prep
his job poss
own job amod
job in pobj
must realize aux
realize realize ROOT
that is mark
he is nsubj
is realize ccomp
not means preconj
only not advmod
a means det
means is attr
but realize cc
an means det
indispensable means amod
means realize conj
for means prep
obtaining for pcomp
the goal det
goal obtaining dobj
of goal prep
victory of pobj
It is nsubj
is is ROOT
therefore is advmod
not much neg
too much advmod
much is advmod
to say aux
say is xcomp
that is mark
the future det
future is nsubj
itself future appos
in expect prep
whose molding poss
molding in pcomp
we expect nsubj
expect future relcl
to have aux
have expect xcomp
our share poss
share have dobj
is say ccomp
in is prep
the hands det
hands in pobj
of hands prep
the soldiers det
soldiers of pobj
of soldiers prep
the Division det
101 Division nummod
Airborne Division compound
Division of pobj
During led prep
World II compound
War II compound
II During pobj
the Pathfinders det
Pathfinders led nsubj
of Pathfinders prep
the Division det
101 Division nummod
Airborne Division compound
Division of pobj
led led ROOT
the way det
way led dobj
on way prep
D Day compound
Day on pobj
in led prep
the drop det
night drop compound
drop in pobj
prior drop advmod
to prior prep
the invasion det
invasion to pobj
They left nsubj
left left ROOT
from left prep
RAF Witham compound
North Witham compound
Witham from pobj
having trained aux
trained left advcl
there trained advmod
with trained prep
the Division det
82nd Division compound
Airborne Division compound
Division with pobj
On became prep
25 August nummod
August On pobj
1944 August nummod
the division det
division became nsubj
became became ROOT
part became attr
of part prep
the Corps det
XVIII Corps compound
Airborne Corps compound
Corps of pobj
in Corps prep
the Army det
First Army compound
Allied Army compound
Airborne Army compound
Army in pobj
As took prep
part As pobj
of part prep
this formation det
formation of pobj
the division det
division took nsubj
took took ROOT
part took dobj
in took prep
Operation Garden compound
Market Garden compound
Garden in pobj
During rushed prep
the Battle det
Battle During pobj
of Battle prep
the Bulge det
Bulge of pobj
the 101 det
101 Battle nummod
as rushed prep
one as pobj
of one prep
the forces det
few forces amod
forces of pobj
available forces amod
to contain aux
contain available xcomp
the advance det
German advance amod
advance contain dobj
was rushed auxpass
rushed rushed ROOT
forward rushed advmod
by rushed agent
truck by pobj
to defend aux
defend rushed advcl
the junction det
vital junction amod
road junction compound
junction defend dobj
of junction prep
Bastogne of pobj
Famously answered advmod
Brigadier General compound
General McAuliffe compound
Anthony McAuliffe compound
McAuliffe answered nsubj
answered answered ROOT
the demand det
German demand amod
demand answered dobj
for demand prep
surrender for pobj
with surrender prep
the reply det
reply with pobj
To answered prep
the Commander det
German Commander amod
Commander To pobj
NUTS NUTS ROOT
-The Commander compound
American Commander compound
Commander fought nsubj
and Commander cc
the division det
division fought nsubj
fought fought ROOT
on fought prt
until lifted mark
the siege det
siege lifted nsubjpass
was lifted auxpass
lifted fought advcl
and lifted cc
the advance det
German advance amod
advance halted nsubj
halted lifted conj
On left prep
1 August nummod
August On pobj
1945 August nummod
the Division det
101st Division compound
Airborne Division compound
Division left nsubj
left left ROOT
Germany left dobj
for left prep
Auxerre for pobj
France Auxerre appos
to begin aux
begin left advcl
training begin dobj
for training prep
the invasion det
invasion for pobj
of invasion prep
Japan of pobj
When surrendered advmod
Japan surrendered nsubj
surrendered became advcl
two weeks nummod
weeks later npadvmod
later surrendered advmod
the operation det
operation became nsubj
became became ROOT
unnecessary became acomp
The 101st det
101st inactivated nsubj
inactivated inactivated ROOT
on inactivated prep
30 November nummod
November on pobj
at November prep
Auxerre at pobj
For awarded prep
their efforts poss
efforts For pobj
during efforts prep
World II compound
War II compound
II during pobj
the Division det
101 Division nummod
Airborne Division compound
Division awarded nsubjpass
was awarded auxpass
awarded awarded ROOT
four streamers nummod
campaign streamers compound
streamers awarded dobj
and streamers cc
two Citations nummod
Presidential Unit compound
Unit Citations compound
Citations streamers conj
The division det
division suffered nsubj
suffered suffered ROOT
1,766 suffered dobj
Killed 1,766 acl
In 1,766 prep
Action In pobj
6,388 division appos
Wounded 6,388 acl
In Wounded prep
Action In pobj
and 6,388 cc
324 Died nsubj
Died 6,388 conj
of Died prep
Wounds of pobj
during Died prep
World II compound
War II compound
II during pobj
Division Headquarters compound
Headquarters attached nsubj
501st Regiment compound
Parachute Regiment compound
Infantry Regiment compound
Regiment Headquarters appos
attached attached ROOT
1 attached dobj
May attached npadvmod
1944 May nummod
past attached prep
9 May nummod
May past pobj
1945 May nummod
502d Regiment nummod
Parachute Regiment compound
Infantry Regiment compound
Regiment attached nsubj
506th Regiment compound
Parachute Regiment compound
Infantry Regiment compound
Regiment Regiment appos
assigned Regiment acl
1 March nummod
March assigned npadvmod
1945 March nummod
previously attached advmod
attached attached ROOT
15 September nummod
September attached npadvmod
1943 September nummod
1 September prep
March September npadvmod
1945 March nummod
327th Regiment amod
Glider Regiment compound
Infantry Regiment compound
Regiment disbanded nsubj
401st Regiment compound
Glider Regiment compound
Infantry Regiment compound
Regiment Regiment appos
disbanded disbanded ROOT
1 disbanded dobj
March disbanded npadvmod
1945 March nummod
in disbanded prep
France in pobj
assets disbanded conj
to 327th aux
327th assets relcl
GIR HHB nmod
HHB Artillery nmod
Division Artillery compound
Artillery Battalion nmod
321st Battalion compound
Glider Field compound
Field Battalion compound
Artillery Battalion compound
Battalion 327th dobj
75 mm nummod
mm Battalion appos
463d Battalion nummod
Parachute Field compound
Field Battalion compound
Artillery Battalion compound
Battalion Battalion appos
75 mm nummod
mm Battalion appos
907th 907th ROOT
Glider Battalion compound
Field Battalion compound
Artillery Battalion compound
Battalion 907th dobj
75 mm nummod
mm Battalion appos
377th Battalion compound
Parachute Field compound
Field Battalion compound
Artillery Battalion compound
Battalion Battalion ROOT
75 mm nummod
mm Battalion appos
81st Battalion amod
Airborne Battalion compound
Antiaircraft Battalion compound
Battalion Battalion ROOT
326th 326th ROOT
Airborne Battalion compound
Engineer Battalion compound
Battalion Battalion ROOT
326th Company compound
Airborne Company compound
Medical Company compound
Company Battalion appos
101st Company compound
Parachute Maintenance compound
Maintenance Company compound
Company Company appos
101st Company compound
Signal Company compound
Company Battalion appos
101st 101st ROOT
Counter Corps compound
Intelligence Corps compound
Corps Detachment compound
Detachment Detachment ROOT
Headquarters Detachment appos
Special Troops compound
Troops Detachment appos
801st Company compound
Airborne Ordnance compound
Ordnance Company compound
Maintenance Company compound
Company Detachment appos
426th Company compound
Airborne Quartermaster compound
Quartermaster Company compound
Company Company nmod
Headquarters Company compound
Company Company ROOT
101st Division compound
Airborne Division compound
Division Company appos
Military Platoon compound
Police Platoon compound
Platoon Platoon ROOT
Reconnaissance Platoon compound
Platoon Platoon ROOT
Band Platoon appos
assigned Platoon acl
in assigned prep
1 reorganization nummod
Mar reorganization nmod
45 Mar nummod
reorganization in pobj
Source Source ROOT
Order Source appos
of Order prep
Battle of pobj
U.S. Army compound
Army II compound
World II compound
War II compound
II II ROOT
by II prep
Shelby Stanton compound
Stanton by pobj
Presidio Press compound
Press Stanton appos
1984 Stanton appos
The 101 det
101 is nsubj
is is ROOT
distinctive is acomp
partly is advmod
by is prep
their decorations poss
helmet decorations compound
decorations by pobj
The soldiers det
soldiers used nsubj
used used ROOT
card suits compound
suits used dobj
diamonds suits appos
spades diamonds conj
hearts spades conj
and hearts cc
clubs hearts conj
to indicate aux
indicate used xcomp
the regiment det
regiment indicate dobj
to belonged prep
which to pobj
they belonged nsubj
belonged regiment relcl
The exception det
only exception amod
exception being nsubj
being being ROOT
the 187th det
187th being attr
who added nsubjpass
were added auxpass
added 187th relcl
to added prep
the division det
division to pobj
later added advmod
These insignias det
insignias seen nsubjpass
were seen auxpass
first seen advmod
seen seen ROOT
in seen prep
World II compound
War II compound
II in pobj
and seen cc
can seen aux
still seen advmod
be seen auxpass
seen seen conj
on seen prep
101 soldiers nummod
Division soldiers compound
soldiers on pobj
today seen npadvmod
327th 327th ROOT
Clubs 327th appos
♣ ) dep
Currently worn advmod
worn worn ROOT
by worn agent
the Team det
1st Team compound
Brigade Team compound
Combat Team compound
Team by pobj
501st 501st ROOT
Diamonds Diamonds ROOT
Currently is advmod
1st Battalion compound
Battalion Currently pobj
501st Regiment compound
Infantry Regiment compound
Regiment is nsubj
is is ROOT
part is attr
of part prep
the Brigade det
4th Brigade amod
Brigade of pobj
ABN Brigade appos
25th Division amod
Infantry Division compound
Division Brigade appos
in Division prep
Alaska in pobj
The Diamond det
Diamond used nsubjpass
is used auxpass
currently used advmod
used used ROOT
by used agent
the Brigade det
101st Brigade compound
Combat Brigade compound
Aviation Brigade compound
Brigade by pobj
502d 502d ROOT
Hearts Hearts ROOT
♥ Hearts appos
Currently worn advmod
worn Hearts parataxis
by worn agent
the Team det
2d Team compound
Brigade Team compound
Combat Team compound
Team by pobj
506th 506th ROOT
Spades Spades ROOT
♠ Spades appos
Currently worn advmod
worn ♠ parataxis
by worn agent
the Team det
4th Team amod
Brigade Team compound
Combat Team compound
Team by pobj
187th 187th ROOT
Torii Torii ROOT
Currently worn advmod
worn Torii acl
by worn agent
the Team det
3d Team compound
Brigade Team compound
Combat Team compound
Team by pobj
not during neg
during Torii prep
World II compound
War II compound
II during pobj
when was advmod
the Regiment det
187th Regiment amod
Infantry Regiment compound
Regiment was nsubj
was Torii relcl
part was attr
of part prep
the Division det
11th Division compound
Airborne Division compound
Division of pobj
The Division det
101 Division nummod
Airborne Division compound
Division reactivated nsubjpass
was reactivated auxpass
reactivated reactivated ROOT
as reactivated prep
a unit det
training unit compound
unit as pobj
at unit prep
Camp Breckinridge compound
Breckinridge at pobj
Kentucky Breckinridge appos
in reactivated prep
1948 in pobj
and in cc
again in advmod
in in conj
1950 in pobj
It reactivated nsubjpass
was reactivated auxpass
reactivated reactivated ROOT
again reactivated advmod
in reactivated prep
1954 in pobj
at reactivated prep
Fort Jackson compound
Jackson at pobj
South Carolina compound
Carolina Jackson appos
and at cc
in transferred prep
March in pobj
1956 March nummod
the 101 det
101 transferred nsubjpass
was transferred auxpass
transferred at conj
less personnel amod
personnel 101 appos
and personnel cc
equipment personnel conj
to personnel prep
Fort Campbell compound
Campbell to pobj
Kentucky Campbell appos
to reorganized aux
be reorganized auxpass
reorganized Campbell relcl
as reorganized prep
a division det
combat division compound
division as pobj
The 101st det
101st reactivated nsubjpass
was reactivated auxpass
reactivated reactivated ROOT
as reactivated prep
a division det
pentomic division amod
division as pobj
with division prep
five groups nummod
battle groups compound
groups with pobj
in reactivated prep
place in pobj
of place prep
its structure poss
World II compound
War II compound
II structure compound
structure of pobj
that featured nsubj
featured structure relcl
regiments featured dobj
and regiments cc
battalions regiments conj
The reorganization det
reorganization was nsubj
was was ROOT
in was prep
place in pobj
by was prep
late April amod
April by pobj
1957 April nummod
and April cc
the division det
division groups poss
's division case
battle groups compound
groups were nsubj
were were ROOT
2d Group compound
Airborne Group compound
Battle Group compound
Group Group ROOT
187th Infantry compound
Infantry Group appos
1st Group compound
Airborne Group compound
Battle Group compound
Group Group ROOT
327th Infantry compound
Infantry Group appos
1st Group compound
Airborne Group compound
Battle Group compound
Group Group ROOT
501st Infantry compound
Infantry Group appos
1st Group compound
Airborne Group compound
Battle Group compound
Group Group ROOT
502nd Infantry compound
Infantry Group appos
1st Group compound
Airborne Group compound
Battle Group compound
Group Group ROOT
506th Division compound
Infantry Division nmod
Division artillery compound
artillery consisted compound
consisted Group appos
of consisted prep
the units det
following units amod
units of pobj
Battery D compound
D D ROOT
319th Artillery compound
Artillery D appos
Abn Artillery appos
Battery E compound
E Artillery appos
319th Artillery compound
Artillery E conj
Abn Artillery appos
Battery A compound
A A ROOT
321st Abn amod
Artillery Abn nmod
Abn A appos
Battery B compound
B B ROOT
321st Abn amod
Artillery Abn nmod
Abn B appos
Battery C compound
C B appos
321st Artillery compound
Artillery C conj
Abn Artillery appos
Battery A compound
A A ROOT
377th Artillery amod
Artillery A appos
Abn Artillery appos
Other units amod
supporting units amod
units assigned nsubjpass
were assigned auxpass
also assigned advmod
assigned assigned ROOT
From deployed prep
September From pobj
through From prep
November through pobj
1957 November nummod
elements From pobj
of elements prep
the division det
division Group poss
's division case
1st Group compound
Airborne Group compound
Battle Group compound
Group of pobj
327th Infantry amod
Infantry Group appos
bearing From pcomp
the lineage det
lineage bearing dobj
of lineage prep
the A det
old A amod
Company A compound
A of pobj
327th Regiment amod
Glider Regiment compound
Infantry Regiment compound
Regiment A appos
were deployed auxpass
deployed deployed ROOT
to deployed prep
Little Rock compound
Rock to pobj
Arkansas Rock appos
by deployed agent
President Eisenhower compound
Dwight Eisenhower compound
D. Eisenhower compound
Eisenhower by pobj
to enforce aux
enforce deployed advcl
Federal orders amod
court orders compound
orders enforce dobj
during enforce prep
the Crisis det
Little Crisis compound
Rock Crisis compound
Crisis during pobj
In deployed prep
the mid-1960s det
mid-1960s In pobj
the troops det
1 Brigade nummod
Brigade troops nmod
and Brigade cc
support Brigade conj
troops deployed nsubjpass
were deployed auxpass
deployed deployed ROOT
to deployed prep
the Republic det
Republic to pobj
of Republic prep
Vietnam of pobj
followed deployed advcl
by followed agent
the rest det
rest by pobj
of rest prep
the division det
division of pobj
in followed prep
late 1967 amod
1967 in pobj
In participated prep
almost seven advmod
seven years nummod
years In pobj
of years prep
combat of pobj
in years prep
Vietnam in pobj
elements participated nsubj
of elements prep
the 101 det
101 of pobj
participated participated ROOT
in participated prep
15 campaigns nummod
campaigns in pobj
Notable were acomp
among Notable prep
these among pobj
were were ROOT
the Battle det
Battle were attr
of Battle prep
Hamburger Hill compound
Hill of pobj
in Battle prep
1969 in pobj
and Battle cc
Firebase Ripcord compound
Ripcord Battle conj
in Ripcord prep
1970 in pobj
The 101st det
101st deployed nsubjpass
was deployed auxpass
deployed deployed ROOT
in deployed prep
the region det
northern region amod
I Corps compound
Corps region compound
region in pobj
operating region acl
against operating prep
the People det
Vietnam People compound
People Army poss
's People case
Army against pobj
NVA Army appos
infiltration routes compound
routes routes ROOT
through routes prep
Laos through pobj
and Laos cc
the Valley det
A Valley compound
Shau Valley compound
Valley Laos conj
Elements supported nsubj
of Elements prep
the division det
division of pobj
supported supported ROOT
the Son det
ARVN Operation compound
Operation Son compound
Lam Son compound
Son supported dobj
719 Son nummod
the invasion det
invasion Son appos
of invasion prep
southern Laos amod
Laos of pobj
in supported prep
1971 in pobj
but supported cc
only units advmod
aviation units compound
units entered nsubj
actually entered advmod
entered supported conj
Laos entered dobj
In suffered prep
the years det
seven years nummod
years In pobj
that suffered mark
all suffered advmod
or all cc
part all conj
of part prep
the division det
division of pobj
served division acl
in served prep
Vietnam in pobj
it suffered nsubj
suffered suffered ROOT
4,011 suffered dobj
Killed suffered oprd
in Killed prep
Action in pobj
and suffered cc
18,259 suffered conj
Wounded 18,259 acl
in Wounded prep
Action in pobj
It said nsubjpass
has said aux
been said auxpass
said said ROOT
that seen mark
most Vietnamese amod
North Vietnamese compound
Vietnamese seen nsubj
had seen aux
never seen neg
seen said ccomp
a eagle det
bald eagle compound
eagle seen dobj
so called advmod
they called nsubj
called said conj
the soldiers det
101st soldiers amod
soldiers called dobj
Chicken Men compound
Men soldiers appos
or Men cc
Rooster Men compound
Men Men conj
" " ROOT
Viet Cong compound
Cong commanders compound
commanders include nsubj
would include aux
regularly include advmod
include include ROOT
in include prep
their briefings poss
briefings in pobj
that were mark
they were nsubj
were include ccomp
to avoid aux
avoid were xcomp
confrontation avoid dobj
with confrontation prep
the Men det
Chicken Men compound
Men with pobj
at confrontation prep
all costs det
costs at pobj
as were mark
they were nsubj
were avoid advcl
sure were acomp
to lose aux
lose sure xcomp
Supposedly remained advmod
this remained nsubj
remained remained ROOT
a source det
source remained attr
of source prep
fierce pride amod
pride of pobj
among pride prep
veterans among pobj
who served nsubj
served veterans relcl
in served prep
Vietnam in pobj
under served prep
the 101st det
101st under pobj
Such claims amod
claims balanced nsubjpass
must balanced aux
be balanced auxpass
balanced balanced ROOT
against balanced prep
the reality det
reality against pobj
of reality prep
combat losses compound
losses of pobj
Casualties were nsubj
for Casualties prep
the 101st det
101st for pobj
in 101st prep
Viet Nam compound
Nam in pobj
were were ROOT
twice those predet
those were attr
suffered those acl
in suffered prep
World II compound
War II compound
II in pobj
and were cc
its number poss
total number amod
number was nsubj
of number prep
Killed of pobj
in Killed prep
Action in pobj
4,022 Action appos
was were conj
the highest det
third highest amod
