1054 Forsytia nummod
Squadron Squadron appos
105th Squadron compound
Aircraft Squadron compound
Maintenance Squadron compound
Squadron Squadron appos
105th ANGB compound
Medical Group compound
Group ANGB compound
Stewart ANGB compound
ANGB ANGB ROOT
New York compound
York ANGB npadvmod
1983-Present York appos
Westchester Airport compound
County Airport compound
Airport Airport ROOT
White Plains compound
Plains Airport conj
New York compound
York Plains conj
1948 York npadvmod
1953 1948 prep
The Division det
105th Division amod
Armored Division compound
Division is nsubj
is is ROOT
a formation det
military formation amod
formation is attr
of formation prep
the Army det
Korean Army amod
People Army poss
's People case
Army of pobj
It was nsubj
was was ROOT
North Korea compound
Korea unit poss
's Korea case
first unit amod
armored unit amod
unit was attr
and was cc
took was conj
part took dobj
in took prep
the War det
Korean War compound
War in pobj
The division det
division established nsubjpass
was established auxpass
established established ROOT
in established prep
October in pobj
1948 October nummod
as established prep
the Battalion det
105th Battalion amod
Armored Battalion compound
Battalion as pobj
and established cc
increased established conj
to increased prep
regimental strength amod
strength to pobj
in increased prep
May in pobj
1949 May nummod
By become prep
June By pobj
1950 June nummod
the Regiment det
105th Regiment amod
Armored Regiment compound
Regiment become nsubj
had become aux
become become ROOT
the Brigade det
105th Brigade amod
Armored Brigade compound
Brigade become attr
with become prep
a strength det
strength with pobj
of strength prep
6,000 men nummod
men of pobj
and men cc
120 tanks nummod
T-34 tanks nummod
tanks men conj
Its tanks poss
equipment tanks compound
tanks was nsubj
weapons tanks conj
and weapons cc
vehicles weapons conj
was was ROOT
Russian made amod
made was acomp
The brigade det
brigade had nsubj
had had ROOT
three regiments nummod
tank regiments compound
regiments had dobj
the 107th det
107th regiments appos
the 109th det
109th 107th conj
and 109th cc
203rd 109th conj
and 109th cc
a regiment det
mechanized regiment amod
infantry regiment compound
regiment 109th conj
the 206th det
206th 109th conj
The 83d det
83d was nsubj
Motorized Regiment compound
Regiment was nsubj
was was ROOT
also was advmod
part was attr
of part prep
the division det
division of pobj
during division prep
the War det
Korean War compound
War during pobj
Each regiment det
tank regiment compound
regiment had nsubj
had had ROOT
three battalions nummod
medium tank amod
tank battalions compound
battalions had dobj
each having nsubj
having had advcl
13 tanks nummod
tanks having dobj
Each battalion det
tank battalion compound
battalion had nsubj
had had ROOT
three companies nummod
tank companies compound
companies had dobj
with companies prep
4 tanks nummod
tanks with pobj
to had prep
a company det
company to pobj
Tank crews compound
crews consisted nsubj
consisted consisted ROOT
of consisted prep
five men nummod
men of pobj
Battalion had nsubj
regimental Battalion conj
and regimental cc
division tank compound
tank commanders compound
commanders regimental conj
each Battalion appos
had had ROOT
a tank det
personal tank amod
tank had dobj
The regiment det
mechanised regiment amod
infantry regiment compound
regiment had nsubj
had had ROOT
a strength det
strength had dobj
of strength prep
about 2,500 quantmod
2,500 men nummod
men of pobj
The Brigade det
105th Brigade amod
Armored Brigade compound
Brigade raised nsubjpass
was raised auxpass
raised raised ROOT
to raised prep
division status compound
status to pobj
in status prep
Seoul in pobj
at raised prep
the end det
end at pobj
of end prep
June of pobj
1950 June nummod
before crossed mark
it crossed nsubj
crossed raised advcl
the River det
Han River compound
River crossed dobj
to continue aux
continue crossed advcl
the attack det
attack continue dobj
southward continue oprd
During was prep
the War det
Korean War compound
War During pobj
it was nsubj
was was ROOT
part was attr
of part prep
the advance det
North Korean amod
Korean advance amod
advance of pobj
from advance prep
Seoul from pobj
to advance prep
Taejon to pobj
and part cc
subsequent Battle amod
Battle part conj
of Battle prep
Pusan Perimeter compound
Perimeter of pobj
between Battle prep
August between pobj
and August cc
September August conj
1950 September nummod
At committed prep
the end det
end At pobj
of end prep
October of pobj
and end cc
the week det
first week amod
week end conj
of week prep
November of pobj
1950 November nummod
the Division det
105th Division amod
Armored Division compound
Division committed nsubjpass
partly reconstituted advmod
reconstituted Division acl
since reconstituted prep
the battles det
Naktong battles compound
battles since pobj
was committed auxpass
committed committed ROOT
to help aux
help committed xcomp
the Chinese det
Chinese help dobj
and help cc
did help conj
so did advmod
with did prep
tank fire compound
fire with pobj
in did prep
a instances det
few instances amod
instances in pobj
but committed cc
it played nsubj
played committed conj
a role det
negligible role amod
role played dobj
in played prep
the fighting det
fighting in pobj
The Force det
U.S. Force compound
Fifth Force compound
Air Force compound
Force destroyed nsubj
destroyed destroyed ROOT
most destroyed dobj
of most prep
its tanks poss
tanks of pobj
back destroyed advmod
of back prep
the front det
battle front compound
front of pobj
On destroyed prep
November On pobj
7 November nummod
for destroyed prep
instance for pobj
U.N. aircraft compound
aircraft destroyed nsubj
reportedly destroyed advmod
destroyed destroyed ROOT
6 tanks nummod
tanks destroyed dobj
3 cars nummod
armored cars amod
cars tanks conj
and cars cc
45 vehicles nummod
vehicles cars conj
in vehicles prep
Pakchon in pobj
and vehicles cc
the area det
area vehicles conj
eastward area advmod
In refer prep
military terms amod
terms In pobj
105th Division compound
Division refer nsubj
may refer aux
refer refer ROOT
to refer prep
105th Division compound
Infantry Division compound
Division to pobj
German Empire amod
Empire Division appos
105th Division compound
Armored Division compound
Division Division appos
North Korea compound
Korea Division appos
The Division det
105th Division compound
Infantry Division compound
Division Division ROOT
105 Division appos
Infanterie Division compound
Division was nsubj
was was ROOT
a unit det
unit was attr
of unit prep
the Army det
Imperial Army amod
German Army amod
Army of pobj
in Army prep
World War compound
War I. compound
I. in pobj
The division det
division formed nsubjpass
was formed auxpass
formed formed ROOT
on formed prep
May on pobj
5 May nummod
1915 May nummod
and formed cc
organized formed conj
over organized prep
the weeks det
next weeks amod
few weeks amod
weeks over pobj
It was nsubj
was was ROOT
part was attr
of part prep
a wave det
wave of pobj
of wave prep
new divisions amod
infantry divisions compound
divisions of pobj
formed divisions acl
in formed prep
the spring det
spring in pobj
of spring prep
1915 of pobj
The division det
division disbanded nsubjpass
was disbanded auxpass
disbanded disbanded ROOT
in disbanded prep
1919 in pobj
during disbanded prep
the demobilization det
demobilization during pobj
of demobilization prep
the Army det
German Army amod
Army of pobj
after demobilization prep
World War compound
War I. compound
I. after pobj
The division det
division formed nsubjpass
was formed auxpass
formed formed ROOT
primarily from advmod
from formed prep
the regiments det
excess regiments amod
infantry regiments compound
regiments from pobj
of regiments prep
existing divisions amod
divisions of pobj
which triangularized nsubjpass
were triangularized aux
being triangularized auxpass
triangularized divisions relcl
The division det
division Brigade poss
's division case
209th Brigade compound
Infantry Brigade compound
Brigade was nsubj
was was ROOT
formerly was advmod
the Brigade det
69th Brigade amod
Infantry Brigade compound
Brigade was attr
of Brigade prep
the Division det
36th Division amod
Infantry Division compound
Division of pobj
and was cc
came was conj
to came prep
the division det
division to pobj
with division prep
the Regiment det
129th Regiment amod
Infantry Regiment compound
Regiment with pobj
The Regiment det
21st Regiment amod
Infantry Regiment compound
Regiment came nsubj
came came ROOT
from came prep
the Division det
35th Division amod
Infantry Division compound
Division from pobj
and Division cc
the Regiment det
122nd Regiment compound
Füsilier Regiment compound
Regiment Division conj
came came advcl
from came prep
the Division det
26th Division amod
Infantry Division compound
Division from pobj
The Regiments det
21st Regiments amod
and 21st cc
129th 21st conj
Infantry Regiments compound
Regiments raised nsubjpass
were raised auxpass
raised raised ROOT
in raised prep
West Prussia compound
Prussia in pobj
The Regiment det
122nd Regiment compound
Füsilier Regiment compound
Regiment was nsubj
was was ROOT
from was prep
the Kingdom det
Kingdom from pobj
of Kingdom prep
Württemberg of pobj
and was cc
was replaced auxpass
later replaced advmod
replaced was conj
by replaced agent
the Regiment det
400th Regiment amod
Infantry Regiment compound
Regiment by pobj
raised replaced conj
primarily raised advmod
in raised prep
the Rhineland det
Rhineland in pobj
The Division det
105th Division compound
Infantry Division compound
Division served nsubj
initially served advmod
served served ROOT
on served prep
the Front det
Eastern Front compound
Front on pobj
seeing served advcl
its action poss
first action amod
action seeing dobj
in action prep
the Offensive det
Gorlice Tarnów compound
Tarnów Offensive compound
Offensive in pobj
It transferred nsubjpass
was transferred auxpass
then transferred advmod
transferred transferred ROOT
south transferred advmod
to participate aux
participate transferred advcl
in participate prep
the Campaign det
Serbian Campaign compound
Campaign in pobj
It advanced nsubj
advanced advanced ROOT
to advanced prep
the border det
Greek border amod
border to pobj
and advanced cc
remained advanced conj
on remained prep
the front det
Macedonian front amod
front on pobj
until remained prep
June until pobj
1916 June nummod
Elements detached nsubjpass
of Elements prep
the division det
division of pobj
were detached auxpass
detached detached ROOT
and detached cc
sent detached conj
to sent prep
Bulgaria to pobj
during sent prep
this period det
period during pobj
The division det
division sent nsubjpass
was sent auxpass
sent sent ROOT
back sent advmod
to back prep
Galicia to pobj
in sent prep
June in pobj
in sent prep
response in pobj
to response prep
the Offensive det
Russian Offensive compound
Brusilov Offensive compound
Offensive to pobj
In went prep
September In pobj
the division det
division went nsubj
went went ROOT
to went prep
Latvia to pobj
and went cc
fought went conj
near fought prep
Riga near pobj
and Riga cc
Jakobstadt Riga conj
now Jēkabpils advmod
Jēkabpils fought npadvmod
At sent prep
the end det
end At pobj
of end prep
October of pobj
1917 October nummod
the division det
division sent nsubjpass
was sent auxpass
sent sent ROOT
to sent prep
the Front det
Western Front compound
Front to pobj
entering sent advcl
the line det
line entering dobj
in line prep
the position det
German position amod
Siegfried position nmod
position in pobj
It fought nsubj
fought fought ROOT
in fought prep
the Battle det
tank Battle compound
Battle in pobj
of Battle prep
Cambrai of pobj
in fought prep
November in pobj
1917 November nummod
and in cc
in in conj
the counterattack det
German counterattack amod
counterattack in pobj
in counterattack prep
December in pobj
In participated prep
April In pobj
1918 April nummod
the division det
division participated nsubj
participated participated ROOT
in participated prep
the Offensive det
German Offensive compound
Spring Offensive compound
Offensive in pobj
fighting participated advcl
in fighting prep
the Battle det
First Battle compound
Battle in pobj
of Battle prep
the Somme det
Somme of pobj
1918 Battle appos
also known advmod
known participated advcl
as known prep
the Battle det
Second Battle compound
Battle as pobj
of Battle prep
the Somme det
Somme of pobj
to distinguish aux
distinguish known xcomp
it distinguish dobj
from distinguish prep
the battle det
1916 battle nummod
battle from pobj
It remained nsubj
remained remained ROOT
in remained prep
the salient det
Somme salient compound
salient in pobj
and remained cc
fought remained conj
against fought prep
various counteroffensives amod
Allied counteroffensives compound
counteroffensives against pobj
The division det
division moved nsubj
moved moved ROOT
to moved prep
the salient det
St. Mihiel compound
Mihiel salient compound
salient to pobj
in moved prep
September in pobj
and moved cc
then occupied advmod
occupied moved conj
the line det
line occupied dobj
in line prep
the region det
Woëvre region compound
region in pobj
In met prep
October In pobj
it met nsubj
met met ROOT
the Offensive det
Allied Offensive compound
Meuse Argonne compound
Argonne Offensive compound
Offensive met dobj
The division det
division remained nsubj
remained remained ROOT
in remained prep
the line det
line in pobj
until remained prep
the end det
end until pobj
of end prep
the war det
war of pobj
Allied intelligence compound
intelligence rated nsubj
rated rated ROOT
the division det
division rated dobj
as rated prep
third class amod
class as pobj
The division det
division underwent nsubj
underwent underwent ROOT
relatively few advmod
few changes amod
organizational changes amod
changes underwent dobj
over changes prep
the course det
course over pobj
of course prep
the war det
war of pobj
The Regiment det
122nd Regiment compound
Füsilier Regiment compound
Regiment replaced nsubjpass
a unit det
Württemberg unit compound
unit Regiment appos
was replaced auxpass
replaced replaced ROOT
by replaced agent
the Regiment det
Prussian Regiment amod
400th Regiment compound
Infantry Regiment compound
Regiment by pobj
Cavalry reduced nsubjpass
was reduced auxpass
reduced reduced ROOT
artillery commands nmod
and artillery cc
signals artillery conj
commands formed nsubjpass
were formed auxpass
formed reduced conj
and formed cc
combat engineer compound
engineer support compound
support expanded nsubjpass
was expanded auxpass
expanded formed conj
to expanded prep
a battalion det
full battalion amod
pioneer battalion compound
battalion to pobj
The order det
order was nsubj
of order prep
battle of pobj
on order prep
June on pobj
16 June nummod
1918 June nummod
was was ROOT
as follows mark
follows was advcl
209.Infanterie Brigade nummod
Brigade Brigade ROOT
Infanterie Regiment compound
Regiment Borcke compound
von Borcke compound
Borcke Borcke ROOT
4 Borcke appos
Pommersches Pommersches ROOT
Nr Nr ROOT
21 21 ROOT
3 3 ROOT
Westpreußisches Nr compound
Infanterie Nr compound
Regiment Nr compound
Nr Nr ROOT
129 129 ROOT
Infanterie Nr compound
Regiment Nr compound
Nr Nr ROOT
400 400 ROOT
5.Eskadron 5.Eskadron ROOT
/ / ROOT
Jäger Regiment compound
Regiment zu nsubj
zu zu ROOT
Pferde Nr compound
Nr Nr ROOT
4 4 ROOT
Artillerie Kommandeur compound
Kommandeur Kommandeur ROOT
105 Kommandeur nummod
Feldartillerie Nr compound
Regiment Nr compound
Nr Nr ROOT
209 209 ROOT
I.Bataillon/1 I.Bataillon/1 ROOT
Westpreußisches Nr compound
Fußartillerie Nr compound
Regiment Nr compound
Nr Nr ROOT
11 11 ROOT
Pionier Nr compound
Bataillon Nr compound
Nr Nr ROOT
105 105 ROOT
1.Kompanie Samländisches meta
Samländisches Samländisches ROOT
Festungs- Samländisches appos
Pionier Pionier ROOT
Bataillon Pionier dobj
Nr Nr ROOT
18 18 ROOT
Pionier Nr compound
Kompanie Nr compound
Nr Nr ROOT
209 209 ROOT
Minenwerfer Minenwerfer ROOT
Kompanie Nr compound
Nr Nr ROOT
105 Kommandeur meta
Divisions Kommandeur nmod
Nachrichten Kommandeur nmod
Kommandeur Kommandeur ROOT
105 Kommandeur nummod
The Battery det
105th Battery compound
Medium Battery compound
Battery is nsubj
is is ROOT
a unit det
unit is attr
of unit prep
the Regiment det
Royal Regiment compound
Regiment of pobj
of Regiment prep
Australian Artillery amod
Artillery of pobj
that trace nsubj
can trace aux
trace unit relcl
its history poss
history trace dobj
back trace advmod
to back prep
March to pobj
1916 March nummod
when raised advmod
it raised nsubjpass
was raised auxpass
raised March relcl
as raised prep
105th Battery compound
Howitzer Battery compound
Battery as pobj
in Battery prep
Egypt in pobj
The Battery det
Battery based nsubjpass
is based auxpass
based based ROOT
at based prep
Gallipoli Barracks compound
Barracks at pobj
Enoggera Barracks conj
Queensland Enoggera conj
as based prep
a time det
full time amod
time unit nmod
regular unit amod
army unit compound
unit as pobj
and based cc
is based conj
one is attr
of one prep
three batteries nummod
batteries of pobj
that make nsubj
make batteries relcl
up make prt
the Regiment det
1st Regiment amod
Field Regiment compound
Regiment make dobj
part Regiment appos
of part prep
7 Brigade nummod
Brigade of pobj
The Battery det
105th Battery amod
Howitzer Battery compound
Battery raised nsubjpass
was raised auxpass
raised raised ROOT
in raised prep
March in pobj
1916 March nummod
in raised prep
Egypt in pobj
as raised prep
a part det
part as pobj
of part prep
the Brigade det
22nd Brigade compound
Howitzer Brigade compound
Brigade of pobj
following raised prep
a decision det
decision following pobj
to equip aux
equip decision acl
each division det
infantry division compound
division equip dobj
with equip prep
a Brigade det
Howitzer Brigade compound
Brigade with pobj
and raised cc
shortly embarked advmod
thereafter embarked advmod
embarked raised conj
for embarked prep
Marseilles for pobj
France Marseilles appos
By joined prep
11 May nummod
May By pobj
1916 May nummod
the Battery det
Battery joined nsubj
joined joined ROOT
13th joined dobj
14th 13th conj
and 14th cc
15th 14th conj
Batteries 13th conj
at Batteries prep
Fleurbiax at pobj
France Fleurbiax conj
near Fleurbiax prep
Armentieres near pobj
to form aux
form joined advcl
5th Artillery amod
Field Brigade compound
Brigade Artillery compound
Australian Field compound
Field Artillery compound
Artillery form dobj
of Artillery prep
2nd of pobj
Division Artillery compound
Artillery of pobj
after form prep
a reorganisation det
reorganisation after pobj
of reorganisation prep
the artillery det
artillery of pobj
saw joined advcl
each brigade det
field brigade compound
brigade having nsubj
having saw ccomp
12 18 quantmod
18 pounders nummod
pounders having dobj
and pounders cc
4 howitzers nummod
howitzers pounders conj
The Brigades det
Howitzer Brigades compound
Brigades became nsubj
then became advmod
became became ROOT
Field Brigades compound
Artillery Brigades compound
Brigades became attr
also became advmod
seeing became advcl
the Battery det
105th Battery amod
Howitzer Battery compound
Battery become nsubj
become seeing ccomp
the Battery det
105th Battery amod
Field Artillery compound
Artillery Battery nmod
Howitzer Battery nmod
Battery become attr
In increased prep
January In pobj
1917 January nummod
batteries increased nsubjpass
were increased auxpass
increased increased ROOT
in increased prep
size in pobj
from increased prep
four six quantmod
to six quantmod
six guns nummod
guns from pobj
each guns npadvmod
in increased prep
order in pobj
to economise aux
economise order acl
on economise prep
battery commanders nmod
and battery cc
brigade battery conj
commanders on pobj
The Battery det
Battery disbanded nsubjpass
was disbanded auxpass
disbanded disbanded ROOT
following disbanded prep
cessation following pobj
of cessation prep
hostilities of pobj
on hostilities prep
30 March nummod
March on pobj
1919 March nummod
Following Following ROOT
a restructure det
restructure Following pobj
of restructure prep
the Citizen det
Citizen Army poss
's Citizen case
Army of pobj
based restructure prep
on based prep
the framework det
framework on pobj
of framework prep
the AIF det
1st AIF compound
AIF of pobj
in restructure prep
1921 in pobj
the Battery det
105th Battery amod
Field Battery nmod
Howitzer Field appos
Battery re nsubjpass
was re auxpass
re - dep
- raised dep
raised Following advcl
along Following prep
with along prep
the rest det
rest with pobj
of rest prep
the Regiment det
5th Regiment amod
Field Regiment compound
Regiment of pobj
except along prep
for except prep
15th Battery compound
Battery for pobj
which was nsubj
was re auxpass
n't re neg
re - dep
- raised dep
raised raised ROOT
until . dep
1938 until pobj
The Battery det
Battery based nsubjpass
was based auxpass
based based ROOT
at based prep
Gona Barracks compound
Barracks at pobj
at Barracks prep
Kelvin Grove compound
Grove at pobj
Queensland based npadvmod
at Queensland prep
this time det
time at pobj
During conducted prep
the years det
ensuing years amod
years During pobj
prior years advmod
to prior prep
World II compound
War II compound
II to pobj
the Battery det
Battery conducted nsubj
conducted conducted ROOT
several camps amod
training camps compound
camps conducted dobj
around camps prep
Brisbane around pobj
The Battery det
Battery embarked nsubj
embarked embarked ROOT
on embarked prep
their camp poss
first camp amod
annual camp amod
training camp compound
camp on pobj
held embarked advcl
on held prep
the shores det
southern shores amod
shores on pobj
of shores prep
the River det
Brisbane River compound
River of pobj
at River prep
Lytton at pobj
in held prep
1927 in pobj
During conducted prep
1930 During pobj
two camps nummod
training camps compound
camps conducted nsubjpass
were conducted auxpass
conducted conducted ROOT
The commenced det
first commenced amod
commenced commenced ROOT
on commenced prep
4 April nummod
April on pobj
at April prep
Enoggera at pobj
with commenced prep
the second det
second with pobj
commencing commenced advcl
on commencing prep
30 June nummod
June commencing npadvmod
being conducted auxpass
conducted commenced advcl
at conducted prep
Lytton at pobj
A camp det
training camp compound
camp conducted nsubjpass
during camp prep
March during pobj
1931 March nummod
was conducted auxpass
conducted conducted ROOT
at conducted prep
Bellevue Station compound
Station at pobj
near Station prep
Ipswich near pobj
At using prep
this time det
time At pobj
the Battery det
Battery using nsubj
was using aux
still using advmod
using using ROOT
horses using dobj
for horses prep
transportation for pobj
of transportation prep
personnel of pobj
and personnel cc
its guns poss
guns personnel conj
A range det
new range amod
artillery range compound
range opened nsubjpass
was opened auxpass
opened opened ROOT
by opened agent
Assistant Minister compound
Minister by pobj
for Minister prep
Defence for pobj
Mr Francis compound
J. Francis compound
Francis Minister conj
in opened prep
September in pobj
1934 September nummod
at opened prep
Mound Walker compound
Walker at pobj
near Walker prep
Rosewood near pobj
The Battery det
Battery trekked nsubj
trekked trekked ROOT
to attend aux
attend trekked xcomp
the opening det
opening attend dobj
of opening prep
the range det
new range amod
range of pobj
as as advmod
well as advmod
as opening cc
conduct opening conj
a exercise det
joint exercise amod
exercise conduct dobj
with exercise prep
the Battery det
111th Battery compound
Battery with pobj
This exercise det
exercise held nsubjpass
was held auxpass
held held ROOT
annually held advmod
until held prep
1939 until pobj
when established advmod
the Range det
Caloundra Range compound
Range established nsubjpass
was established auxpass
established 1939 relcl
on established prep
a beach det
beach on pobj
to established prep
the north det
north to pobj
of north prep
Brisbane of pobj
During used prep
the exercises det
1937 exercises nummod
exercises During pobj
cars used nsubjpass
and cars cc
utilities cars conj
were used auxpass
used used ROOT
for used prep
transportation for pobj
by transportation prep
Battery staff compound
staff by pobj
with used prep
other personnel amod
Battery personnel compound
personnel utilising nsubj
utilising with pcomp
horses utilising dobj
The introduction det
introduction saw nsubj
of introduction prep
Fordson Tractors compound
Gun Tractors compound
Tractors of pobj
in introduction prep
1938 in pobj
saw saw ROOT
the Battery det
Battery guns poss
's Battery case
guns towed nsubjpass
being towed auxpass
towed saw ccomp
by towed agent
the tractors det
tractors by pobj
with towed prep
the staff det
staff reverting nsubj
reverting with pcomp
to reverting prep
riding horses amod
horses to pobj
The Battery det
Battery mechanised nsubjpass
was mechanised auxpass
fully mechanised advmod
mechanised mechanised ROOT
from mechanised prep
November from pobj
1939 November nummod
The Battery det
Battery disbanded nsubjpass
was disbanded auxpass
again disbanded advmod
disbanded disbanded ROOT
in disbanded prep
December in pobj
1940 December nummod
with disbanded prep
members amalgamating nsubj
of members prep
the Regiment det
5th Field amod
Field Regiment compound
Regiment of pobj
amalgamating with pcomp
to form aux
form amalgamating xcomp
the Regiment det
newly raised advmod
raised Regiment amod
2nd/5th Regiment amod
Field Regiment compound
Regiment form dobj
This unit det
unit was nsubj
was was ROOT
later designated advmod
re - dep
- designated dep
designated Regiment amod
2nd/1st Anti dep
Anti Tank dep
Tank Regiment compound
Regiment was attr
The Battery det
Battery re nsubjpass
was re auxpass
re - dep
- raised dep
raised raised ROOT
on 1 dep
1 July nummod
July as dep
1955 July nummod
as . dep
an battery det
independent battery amod
battery as pobj
of battery prep
1st Regiment amod
Field Regiment compound
Regiment of pobj
at Regiment prep
Holsworthy Barracks compound
Barracks at pobj
Shortly thereafter advmod
thereafter deployed advmod
the Battery det
Battery deployed nsubjpass
was deployed auxpass
deployed deployed ROOT
on deployed prep
a tour det
tour on pobj
of tour prep
Malaya of pobj
lasting deployed advcl
from lasting prep
September from pobj
1955 September nummod
to from prep
June to pobj
1957 June nummod
The Battery det
Battery remained nsubj
remained remained ROOT
as remained prep
a unit det
unit as pobj
of unit prep
the Regiment det
1st Regiment amod
Field Regiment compound
Regiment of pobj
until remained prep
1960 until pobj
when moved advmod
the Battery det
Battery moved nsubj
moved 1960 relcl
to moved prep
Sanananda Barracks compound
Barracks to pobj
Wacol become nsubj
to become aux
become remained advcl
a member det
founding member amod
member become attr
of member prep
4th Regiment amod
Field Regiment compound
Regiment of pobj
The Battery det
Battery involved nsubjpass
was involved auxpass
involved involved ROOT
in involved prep
two tours nummod
tours in pobj
of tours prep
Vietnam of pobj
The first det
first first ROOT
from first prep
14 September nummod
September from pobj
1965 September nummod
to from prep
October to pobj
1966 October nummod
It was nsubj
was was ROOT
during was prep
this tour det
tour during pobj
on was prep
18 August nummod
August on pobj
1966 August nummod
that involved mark
the Battery det
Battery involved nsubjpass
was involved auxpass
involved was ccomp
in involved prep
the Battle det
Battle in pobj
of Battle prep
Long Tan compound
Tan of pobj
The tour det
second tour amod
and second cc
last second conj
tour lasted nsubj
of tour prep
Vietnam of pobj
lasted lasted ROOT
from lasted prep
February from pobj
1969 February nummod
to from prep
March to pobj
1970 March nummod
In detached prep
1976 In pobj
the Battery det
Battery detached nsubj
detached detached ROOT
from detached prep
the Regiment det
4th Regiment amod
Field Regiment compound
Regiment from pobj
and detached cc
moved detached conj
to moved prep
its home poss
current home amod
home to pobj
at home prep
Gallipoli Barracks compound
Barracks at pobj
Enoggera join nsubj
to join aux
join moved advcl
1st Regiment compound
Field Regiment compound
Regiment join dobj
On replaced prep
1 July nummod
July On pobj
2005 July nummod
after replaced prep
50 years nummod
years after pobj
of years prep
continuous service amod
service of pobj
as years prep
a battery det
field battery compound
battery as pobj
105th Battery compound
Battery Hamels poss
's Battery case
105 mm nummod
mm Hamels compound
L119 Hamels compound
Hamels replaced nsubjpass
were replaced auxpass
replaced replaced ROOT
with replaced prep
155 mm nummod
mm Howitzers compound
M198 Howitzers compound
Howitzers with pobj
with replaced prep
the Battery det
Battery raised nsubj
being re auxpass
re - dep
- raised dep
raised with pcomp
as on dep
105th Battery compound
Medium Battery compound
Battery as pobj
on replaced prep
2 July nummod
July on pobj
2005 July nummod
The Company det
105th Company amod
Military Company compound
Police Company compound
Company is nsubj
is is ROOT
a Police det
United States compound
States Police compound
Army Police compound
Military Police compound
Police is attr
in Police prep
the Guard det
New York compound
York Army compound
Army Guard compound
National Guard compound
Guard in pobj
in Police prep
the Command det
53rd Command compound
Troop Command compound
Command in pobj
The company det
company joining nsubj
will joining aux
be joining aux
joining joining ROOT
the Battalion det
newly created advmod
created Battalion amod
102nd Battalion compound
Military Battalion compound
Police Battalion compound
Battalion joining dobj
in joining prep
September in pobj
2009 September nummod
The unit det
unit served nsubj
served served ROOT
in served prep
SFOR in pobj
6 SFOR nummod
the mission det
NATO mission compound
mission served dobj
in mission prep
Bosnia in pobj
in mission prep
1999 in pobj
and 1999 cc
2000 1999 conj
the disaster det
World Center compound
Trade Center compound
Center disaster compound
disaster mission appos
on disaster prep
September on pobj
11 September nummod
2001 September nummod
and on cc
in on conj
Operation Freedom compound
Iraqi Freedom compound
Freedom in pobj
in mission prep
2003 in pobj
at mission prep
FOB Kalsu compound
Kalsu at pobj
The Co det
105th Co amod
MP Co compound
Co activated nsubjpass
was activated auxpass
activated activated ROOT
on activated prep
February on pobj
10 February nummod
2003 February nummod
and activated cc
served activated conj
in served prep
Iraq in pobj
from served prep
April from pobj
2003 April nummod
until from prep
April until pobj
2004 April nummod
The officer det
commanding officer amod
officer was nsubj
of officer prep
the unit det
unit of pobj
was was ROOT
CPT Fowler compound
Michael Fowler compound
Fowler was attr
While served mark
in served prep
Iraq in pobj
it served nsubj
served served ROOT
under served prep
the Brigade det
220th Brigade amod
Military Brigade compound
Police Brigade compound
Brigade under pobj
and Brigade cc
the Battalion det
504th Battalion amod
Military Battalion compound
Police Battalion compound
Battalion Brigade conj
and served cc
established served conj
FOB Kalsu compound
Kalsu established dobj
in Kalsu prep
Iskandaria in pobj
Iraq Iskandaria conj
20 Miles nummod
Miles south npadvmod
south established advmod
of south prep
Baghdad of pobj
The unit det
unit suffered nsubj
suffered suffered ROOT
two soldiers nummod
soldiers suffered dobj
killed soldiers acl
in killed prep
action in pobj
Sergeant McMillan compound
Heath McMillan compound
A. McMillan compound
McMillan killed nsubjpass
was killed auxpass
killed killed ROOT
on killed prep
July on pobj
27 July nummod
2003 July nummod
by killed agent
IED by pobj
Specialist Williams compound
Michael Williams compound
L. Williams compound
Williams killed nsubjpass
was killed auxpass
killed killed ROOT
on killed prep
October on pobj
17 October nummod
2003 October nummod
by killed agent
IED by pobj
The Infantry det
105th Infantry amod
Pennsylvania Infantry compound
Volunteer Infantry compound
Infantry was nsubj
also known advmod
known Infantry acl
as known prep
the Regiment det
Wildcat Regiment compound
Regiment as pobj
was was ROOT
an regiment det
infantry regiment compound
regiment was attr
that served nsubj
served regiment relcl
in served prep
the Army det
Union Army compound
Army in pobj
during served prep
the War det
American War compound
Civil War compound
War during pobj
The 105th det
105th raised nsubjpass
was raised auxpass
raised raised ROOT
mainly raised advmod
in raised prep
the counties det
counties in pobj
of counties prep
Jefferson of pobj
Clarion Jefferson conj
and Clarion cc
Clearfield Clarion conj
It organized nsubjpass
was organized auxpass
organized organized ROOT
at organized prep
Pittsburgh at pobj
in organized prep
September in pobj
and September cc
October September conj
1861 October nummod
and organized cc
mustered organized conj
into mustered prep
the service det
U. S. compound
S. service compound
service into pobj
for mustered prep
a term det
three year nummod
year term compound
term for pobj
Among was prep
the recruits det
early recruits amod
recruits Among pobj
was was ROOT
future Thompson amod
United States compound
States Thompson compound
Congressman Thompson compound
Albert Thompson compound
C. Thompson compound
Thompson was attr
The regiment det
regiment ordered nsubjpass
was ordered auxpass
ordered ordered ROOT
to ordered prep
Washington to pobj
in ordered prep
October in pobj
and ordered cc
assigned ordered conj
to assigned prep
the Division det
1st Division nmod
Brigade Division nmod
1st Division compound
Division to pobj
III Corps compound
Corps Division appos
in assigned prep
Camp Jameson compound
Jameson in pobj
on assigned prep
the farm det
farm on pobj
of farm prep
